forecastdate,state,district,special,candidate,party,incumbent,model,win_probability,voteshare,p10_voteshare,p90_voteshare
2018-10-16,AZ,"",,Doug Ducey,R,true,classic,0.9469,54.62,50.04,59.19
2018-10-16,AZ,"",,David Garcia,D,false,classic,0.0531,43.24,38.67,47.81
2018-10-16,AZ,"",,Angel Torres,G,false,classic,0.0,2.14,0.58,4.14
2018-10-16,CA,"",,Gavin Newsom,D,false,classic,0.985,59.11,53.95,64.24
2018-10-16,CA,"",,John Cox,R,false,classic,0.015,40.89,35.76,46.05
2018-10-16,CO,"",,Jared Polis,D,false,classic,0.9184,53.93,48.92,58.93
2018-10-16,CO,"",,Walker Stapleton,R,false,classic,0.0816,43.36,38.33,48.38
2018-10-16,CO,"",,Others,,false,classic,0.0,2.71,0.82,5.08
2018-10-16,CT,"",,Ned Lamont,D,false,classic,0.8153,51.86,47.13,56.47
2018-10-16,CT,"",,Bob Stefanowski,R,false,classic,0.1847,45.59,40.95,50.29
2018-10-16,CT,"",,Others,,false,classic,0.0,2.55,0.75,4.81
2018-10-16,FL,"",,Andrew Gillum,D,false,classic,0.7178,50.52,46.19,54.72
2018-10-16,FL,"",,Ron DeSantis,R,false,classic,0.2822,46.9,42.7,51.15
2018-10-16,FL,"",,Others,,false,classic,0.0,2.58,0.76,4.87
2018-10-16,GA,"",,Brian Kemp,R,false,classic,0.5609,49.66,45.72,53.57
2018-10-16,GA,"",,Stacey Abrams,D,false,classic,0.4391,49.1,45.19,53.01
2018-10-16,GA,"",,Ted Metz,L,false,classic,0.0,1.25,0.27,2.54
2018-10-16,HI,"",,David Ige,D,true,classic,0.9989,64.48,58.56,70.42
2018-10-16,HI,"",,Andria Tupola,R,false,classic,0.0011,32.96,27.03,38.83
2018-10-16,HI,"",,Others,,false,classic,0.0,2.56,0.75,4.85
2018-10-16,IA,"",,Fred Hubbell,D,false,classic,0.8474,52.47,47.1,57.81
2018-10-16,IA,"",,Kim Reynolds,R,true,classic,0.1526,44.32,38.96,49.62
2018-10-16,IA,"",,Others,,false,classic,0.0,3.21,1.04,5.9
2018-10-16,ID,"",,Brad Little,R,false,classic,0.9514,54.13,48.12,60.1
2018-10-16,ID,"",,Paulette Jordan,D,false,classic,0.0486,39.32,33.26,45.32
2018-10-16,ID,"",,Others,,false,classic,0.0,6.55,2.89,10.8
2018-10-16,IL,"",,JB Pritzker,D,false,classic,0.9056,53.84,47.35,60.21
2018-10-16,IL,"",,Bruce Rauner,R,true,classic,0.0944,41.12,34.73,47.57
2018-10-16,IL,"",,Others,,false,classic,0.0,5.04,1.98,8.67
2018-10-16,KS,"",,Kris Kobach,R,false,classic,0.6219,45.23,39.54,50.82
2018-10-16,KS,"",,Laura Kelly,D,false,classic,0.3777,43.0,37.28,48.62
2018-10-16,KS,"",,Greg Orman,I,false,classic,0.0005,9.89,5.18,15.18
2018-10-16,KS,"",,Others,,false,classic,0.0,1.88,0.49,3.67
2018-10-16,MA,"",,Charlie Baker,R,true,classic,0.9975,64.59,58.68,70.52
2018-10-16,MA,"",,Jay Gonzalez,D,false,classic,0.0025,35.41,29.48,41.32
2018-10-16,MD,"",,Larry Hogan,R,true,classic,0.9905,57.28,52.63,61.88
2018-10-16,MD,"",,Ben Jealous,D,false,classic,0.0095,39.82,35.21,44.36
2018-10-16,MD,"",,Others,,false,classic,0.0,2.9,0.9,5.39
2018-10-16,ME,"",,Janet Mills,D,false,classic,0.919,54.71,49.35,60.04
2018-10-16,ME,"",,Shawn Moody,R,false,classic,0.081,43.23,37.9,48.6
2018-10-16,ME,"",,Others,,false,classic,0.0,2.06,0.55,3.98
2018-10-16,MI,"",,Gretchen Whitmer,D,false,classic,0.9533,54.27,49.7,58.82
2018-10-16,MI,"",,Bill Schuette,R,false,classic,0.0467,42.61,37.98,47.13
2018-10-16,MI,"",,Others,,false,classic,0.0,3.12,1.02,5.71
2018-10-16,MN,"",,Tim Walz,D,false,classic,0.9153,54.01,49.09,58.87
2018-10-16,MN,"",,Jeff Johnson,R,false,classic,0.0847,43.7,38.85,48.58
2018-10-16,MN,"",,Others,,false,classic,0.0,2.29,0.64,4.39
2018-10-16,NE,"",,Pete Ricketts,R,true,classic,0.9917,61.24,55.71,66.85
2018-10-16,NE,"",,Bob Krist,D,false,classic,0.0083,38.76,33.15,44.29
2018-10-16,NH,"",,Chris Sununu,R,true,classic,0.9785,57.03,52.1,61.97
2018-10-16,NH,"",,Molly Kelly,D,false,classic,0.0215,41.07,36.12,45.99
2018-10-16,NH,"",,Jilletta Jarvis,L,false,classic,0.0,1.89,0.49,3.69
2018-10-16,NM,"",,Michelle Lujan Grisham,D,false,classic,0.8661,53.76,49.39,58.12
2018-10-16,NM,"",,Steve Pearce,R,false,classic,0.1339,46.24,41.88,50.61
2018-10-16,NV,"",,Adam Laxalt,R,false,classic,0.5584,49.12,44.73,53.51
2018-10-16,NV,"",,Steve Sisolak,D,false,classic,0.4416,48.15,43.68,52.52
2018-10-16,NV,"",,Others,,false,classic,0.0,2.73,0.82,5.11
2018-10-16,NY,"",,Andrew Cuomo,D,true,classic,0.9966,59.12,54.09,64.08
2018-10-16,NY,"",,Marc Molinaro,R,false,classic,0.0034,36.89,31.89,41.88
2018-10-16,NY,"",,Others,,false,classic,0.0,3.99,1.43,7.11
2018-10-16,OH,"",,Mike DeWine,R,false,classic,0.5749,49.6,45.16,54.02
2018-10-16,OH,"",,Richard Cordray,D,false,classic,0.4251,48.39,43.94,52.79
2018-10-16,OH,"",,Others,,false,classic,0.0,2.01,0.53,3.92
2018-10-16,OK,"",,Kevin Stitt,R,false,classic,0.8051,52.21,47.39,57.1
2018-10-16,OK,"",,Drew Edmondson,D,false,classic,0.1948,45.96,41.03,50.8
2018-10-16,OK,"",,Chris Powell,L,false,classic,0.0,1.83,0.47,3.58
2018-10-16,OR,"",,Kate Brown,D,true,classic,0.8797,51.21,45.84,56.53
2018-10-16,OR,"",,Knute Buehler,R,false,classic,0.1203,42.33,36.98,47.6
2018-10-16,OR,"",,Others,,false,classic,0.0,6.46,2.83,10.72
2018-10-16,PA,"",,Tom Wolf,D,true,classic,0.9884,56.74,52.46,61.01
2018-10-16,PA,"",,Scott Wagner,R,false,classic,0.0116,41.22,36.92,45.46
2018-10-16,PA,"",,Others,,false,classic,0.0,2.04,0.54,3.94
2018-10-16,RI,"",,Gina Raimondo,D,true,classic,0.9721,56.04,49.36,62.7
2018-10-16,RI,"",,Allan Fung,R,false,classic,0.0279,36.5,29.75,43.08
2018-10-16,RI,"",,Others,,false,classic,0.0,7.46,3.49,12.03
2018-10-16,SC,"",,Henry McMaster,R,true,classic,0.9814,58.01,53.36,62.67
2018-10-16,SC,"",,James Smith,D,false,classic,0.0186,41.99,37.33,46.64
2018-10-16,SD,"",,Kristi Noem,R,false,classic,0.8897,54.3,48.55,60.1
2018-10-16,SD,"",,Billie Sutton,D,false,classic,0.1103,43.55,37.75,49.27
2018-10-16,SD,"",,Kurt Evans,L,false,classic,0.0,2.14,0.59,4.12
2018-10-16,TN,"",,Bill Lee,R,false,classic,0.9685,53.97,48.78,59.14
2018-10-16,TN,"",,Karl Dean,D,false,classic,0.0315,39.83,34.63,44.97
2018-10-16,TN,"",,Others,,false,classic,0.0,6.2,2.66,10.32
2018-10-16,TX,"",,Greg Abbott,R,true,classic,0.9958,58.45,54.15,62.76
2018-10-16,TX,"",,Lupe Valdez,D,false,classic,0.0042,39.64,35.31,43.93
2018-10-16,TX,"",,Mark Tippetts,L,false,classic,0.0,1.9,0.5,3.72
2018-10-16,VT,"",,Phil Scott,R,true,classic,0.9526,53.32,47.88,58.77
2018-10-16,VT,"",,Christine Hallquist,D,false,classic,0.0474,40.07,34.54,45.46
2018-10-16,VT,"",,Others,,false,classic,0.0,6.62,2.91,10.92
2018-10-16,WI,"",,Tony Evers,D,false,classic,0.6201,49.45,44.34,54.55
2018-10-16,WI,"",,Scott Walker,R,true,classic,0.3799,47.16,42.0,52.24
2018-10-16,WI,"",,Others,,false,classic,0.0,3.38,1.13,6.14
2018-10-16,WY,"",,Mark Gordon,R,false,classic,0.9936,60.14,54.03,66.25
2018-10-16,WY,"",,Mary Throne,D,false,classic,0.0064,35.3,29.12,41.39
2018-10-16,WY,"",,Others,,false,classic,0.0,4.55,1.73,7.93
2018-10-17,AK,"",,Mike Dunleavy,R,false,classic,0.8321,40.99,33.69,48.19
2018-10-17,AK,"",,Mark Begich,D,false,classic,0.1259,28.67,19.96,37.28
2018-10-17,AK,"",,Bill Walker,U,true,classic,0.042,27.18,20.73,33.84
2018-10-17,AK,"",,Others,,false,classic,0.0,3.16,1.02,5.81
2018-10-17,AL,"",,Kay Ivey,R,true,classic,0.9861,58.53,53.91,63.16
2018-10-17,AL,"",,Walt Maddox,D,false,classic,0.0139,41.47,36.84,46.09
2018-10-17,AR,"",,Asa Hutchinson,R,true,classic,0.9992,63.9,58.55,69.26
2018-10-17,AR,"",,Jared Henderson,D,false,classic,0.0008,33.61,28.24,38.98
2018-10-17,AR,"",,Mark West,L,false,classic,0.0,2.49,0.72,4.69
2018-10-17,AZ,"",,Doug Ducey,R,true,classic,0.947,54.63,50.05,59.24
2018-10-17,AZ,"",,David Garcia,D,false,classic,0.053,43.22,38.6,47.78
2018-10-17,AZ,"",,Angel Torres,G,false,classic,0.0,2.14,0.58,4.14
2018-10-17,CA,"",,Gavin Newsom,D,false,classic,0.9853,59.16,54.11,64.22
2018-10-17,CA,"",,John Cox,R,false,classic,0.0147,40.84,35.78,45.89
2018-10-17,CO,"",,Jared Polis,D,false,classic,0.9128,53.94,48.82,59.05
2018-10-17,CO,"",,Walker Stapleton,R,false,classic,0.0872,43.46,38.37,48.53
2018-10-17,CO,"",,Others,,false,classic,0.0,2.61,0.77,4.93
2018-10-17,CT,"",,Ned Lamont,D,false,classic,0.8208,51.88,47.2,56.54
2018-10-17,CT,"",,Bob Stefanowski,R,false,classic,0.1792,45.57,40.81,50.23
2018-10-17,CT,"",,Others,,false,classic,0.0,2.56,0.75,4.83
2018-10-17,FL,"",,Andrew Gillum,D,false,classic,0.7008,50.36,46.06,54.62
2018-10-17,FL,"",,Ron DeSantis,R,false,classic,0.2992,47.06,42.73,51.39
2018-10-17,FL,"",,Others,,false,classic,0.0,2.58,0.76,4.84
2018-10-17,GA,"",,Brian Kemp,R,false,classic,0.5639,49.73,45.88,53.58
2018-10-17,GA,"",,Stacey Abrams,D,false,classic,0.4361,49.06,45.19,52.87
2018-10-17,GA,"",,Ted Metz,L,false,classic,0.0,1.21,0.25,2.48
2018-10-17,HI,"",,David Ige,D,true,classic,0.9988,64.45,58.55,70.29
2018-10-17,HI,"",,Andria Tupola,R,false,classic,0.0012,32.99,27.09,38.9
2018-10-17,HI,"",,Others,,false,classic,0.0,2.56,0.75,4.84
2018-10-17,IA,"",,Fred Hubbell,D,false,classic,0.8502,52.45,47.15,57.75
2018-10-17,IA,"",,Kim Reynolds,R,true,classic,0.1498,44.33,38.95,49.58
2018-10-17,IA,"",,Others,,false,classic,0.0,3.22,1.05,5.91
2018-10-17,ID,"",,Brad Little,R,false,classic,0.9521,54.19,48.14,60.12
2018-10-17,ID,"",,Paulette Jordan,D,false,classic,0.0479,39.25,33.24,45.2
2018-10-17,ID,"",,Others,,false,classic,0.0,6.55,2.88,10.8
2018-10-17,IL,"",,JB Pritzker,D,false,classic,0.9091,53.86,47.41,60.25
2018-10-17,IL,"",,Bruce Rauner,R,true,classic,0.0909,41.07,34.63,47.4
2018-10-17,IL,"",,Others,,false,classic,0.0,5.07,2.01,8.74
2018-10-17,KS,"",,Kris Kobach,R,false,classic,0.6177,45.24,39.54,50.8
2018-10-17,KS,"",,Laura Kelly,D,false,classic,0.3819,42.99,37.21,48.56
2018-10-17,KS,"",,Greg Orman,I,false,classic,0.0004,9.89,5.19,15.17
2018-10-17,KS,"",,Others,,false,classic,0.0,1.88,0.49,3.69
2018-10-17,MA,"",,Charlie Baker,R,true,classic,0.9975,64.62,58.68,70.55
2018-10-17,MA,"",,Jay Gonzalez,D,false,classic,0.0025,35.38,29.45,41.32
2018-10-17,MD,"",,Larry Hogan,R,true,classic,0.992,57.31,52.74,61.86
2018-10-17,MD,"",,Ben Jealous,D,false,classic,0.008,39.79,35.23,44.34
2018-10-17,MD,"",,Others,,false,classic,0.0,2.9,0.9,5.35
2018-10-17,ME,"",,Janet Mills,D,false,classic,0.918,54.68,49.33,60.03
2018-10-17,ME,"",,Shawn Moody,R,false,classic,0.082,43.26,37.87,48.55
2018-10-17,ME,"",,Others,,false,classic,0.0,2.06,0.56,4.01
2018-10-17,MI,"",,Gretchen Whitmer,D,false,classic,0.9541,54.27,49.71,58.79
2018-10-17,MI,"",,Bill Schuette,R,false,classic,0.0459,42.59,38.04,47.11
2018-10-17,MI,"",,Others,,false,classic,0.0,3.14,1.01,5.78
2018-10-17,MN,"",,Tim Walz,D,false,classic,0.9168,53.98,49.12,58.89
2018-10-17,MN,"",,Jeff Johnson,R,false,classic,0.0832,43.72,38.8,48.57
2018-10-17,MN,"",,Others,,false,classic,0.0,2.3,0.64,4.4
2018-10-17,NE,"",,Pete Ricketts,R,true,classic,0.9911,61.35,55.75,66.93
2018-10-17,NE,"",,Bob Krist,D,false,classic,0.0089,38.65,33.07,44.25
2018-10-17,NH,"",,Chris Sununu,R,true,classic,0.9731,56.6,51.59,61.52
2018-10-17,NH,"",,Molly Kelly,D,false,classic,0.0269,41.41,36.51,46.4
2018-10-17,NH,"",,Jilletta Jarvis,L,false,classic,0.0,1.99,0.54,3.86
2018-10-17,NM,"",,Michelle Lujan Grisham,D,false,classic,0.8639,53.74,49.35,58.1
2018-10-17,NM,"",,Steve Pearce,R,false,classic,0.1361,46.26,41.9,50.65
2018-10-17,NV,"",,Adam Laxalt,R,false,classic,0.5603,49.11,44.72,53.49
2018-10-17,NV,"",,Steve Sisolak,D,false,classic,0.4397,48.15,43.74,52.52
2018-10-17,NV,"",,Others,,false,classic,0.0,2.73,0.83,5.14
2018-10-17,NY,"",,Andrew Cuomo,D,true,classic,0.9969,59.13,54.11,64.04
2018-10-17,NY,"",,Marc Molinaro,R,false,classic,0.0031,36.89,31.9,41.89
2018-10-17,NY,"",,Others,,false,classic,0.0,3.98,1.41,7.12
2018-10-17,OH,"",,Mike DeWine,R,false,classic,0.5753,49.57,45.17,53.94
2018-10-17,OH,"",,Richard Cordray,D,false,classic,0.4247,48.34,43.95,52.72
2018-10-17,OH,"",,Others,,false,classic,0.0,2.09,0.56,4.04
2018-10-17,OK,"",,Kevin Stitt,R,false,classic,0.8054,52.24,47.35,57.07
2018-10-17,OK,"",,Drew Edmondson,D,false,classic,0.1946,45.93,41.07,50.77
2018-10-17,OK,"",,Chris Powell,L,false,classic,0.0,1.83,0.47,3.6
2018-10-17,OR,"",,Kate Brown,D,true,classic,0.8492,50.66,45.21,56.04
2018-10-17,OR,"",,Knute Buehler,R,false,classic,0.1508,42.7,37.17,48.1
2018-10-17,OR,"",,Others,,false,classic,0.0,6.64,2.95,10.9
2018-10-17,PA,"",,Tom Wolf,D,true,classic,0.9889,56.75,52.48,61.05
2018-10-17,PA,"",,Scott Wagner,R,false,classic,0.0111,41.2,36.85,45.43
2018-10-17,PA,"",,Others,,false,classic,0.0,2.05,0.55,3.97
2018-10-17,RI,"",,Gina Raimondo,D,true,classic,0.972,56.09,49.34,62.74
2018-10-17,RI,"",,Allan Fung,R,false,classic,0.028,36.46,29.73,43.12
2018-10-17,RI,"",,Others,,false,classic,0.0,7.46,3.5,11.99
2018-10-17,SC,"",,Henry McMaster,R,true,classic,0.9823,58.03,53.34,62.68
2018-10-17,SC,"",,James Smith,D,false,classic,0.0177,41.97,37.32,46.66
2018-10-17,SD,"",,Kristi Noem,R,false,classic,0.8856,54.28,48.42,60.13
2018-10-17,SD,"",,Billie Sutton,D,false,classic,0.1144,43.55,37.69,49.37
2018-10-17,SD,"",,Kurt Evans,L,false,classic,0.0,2.18,0.6,4.21
2018-10-17,TN,"",,Bill Lee,R,false,classic,0.9692,53.99,48.79,59.05
2018-10-17,TN,"",,Karl Dean,D,false,classic,0.0308,39.81,34.66,44.94
2018-10-17,TN,"",,Others,,false,classic,0.0,6.2,2.65,10.34
2018-10-17,TX,"",,Greg Abbott,R,true,classic,0.996,58.45,54.16,62.71
2018-10-17,TX,"",,Lupe Valdez,D,false,classic,0.004,39.65,35.33,43.92
2018-10-17,TX,"",,Mark Tippetts,L,false,classic,0.0,1.91,0.5,3.71
2018-10-17,VT,"",,Phil Scott,R,true,classic,0.9534,53.37,47.89,58.82
2018-10-17,VT,"",,Christine Hallquist,D,false,classic,0.0466,40.01,34.46,45.42
2018-10-17,VT,"",,Others,,false,classic,0.0,6.62,2.95,10.89
2018-10-17,WI,"",,Tony Evers,D,false,classic,0.6208,49.45,44.28,54.58
2018-10-17,WI,"",,Scott Walker,R,true,classic,0.3792,47.14,41.99,52.28
2018-10-17,WI,"",,Others,,false,classic,0.0,3.4,1.14,6.17
2018-10-17,WY,"",,Mark Gordon,R,false,classic,0.9938,60.21,54.09,66.31
2018-10-17,WY,"",,Mary Throne,D,false,classic,0.0062,35.23,29.1,41.29
2018-10-17,WY,"",,Others,,false,classic,0.0,4.55,1.72,7.96
2018-10-18,AK,"",,Mike Dunleavy,R,false,classic,0.8315,41.0,33.69,48.23
2018-10-18,AK,"",,Mark Begich,D,false,classic,0.1263,28.66,19.88,37.37
2018-10-18,AK,"",,Bill Walker,U,true,classic,0.0422,27.18,20.66,33.87
2018-10-18,AK,"",,Others,,false,classic,0.0,3.16,1.02,5.79
2018-10-18,AL,"",,Kay Ivey,R,true,classic,0.987,58.52,53.96,63.13
2018-10-18,AL,"",,Walt Maddox,D,false,classic,0.013,41.48,36.87,46.04
2018-10-18,AR,"",,Asa Hutchinson,R,true,classic,0.9989,63.9,58.53,69.26
2018-10-18,AR,"",,Jared Henderson,D,false,classic,0.0011,33.6,28.23,38.91
2018-10-18,AR,"",,Mark West,L,false,classic,0.0,2.5,0.73,4.73
2018-10-18,AZ,"",,Doug Ducey,R,true,classic,0.9471,54.66,50.06,59.22
2018-10-18,AZ,"",,David Garcia,D,false,classic,0.0529,43.2,38.61,47.78
2018-10-18,AZ,"",,Angel Torres,G,false,classic,0.0,2.14,0.58,4.1
2018-10-18,CA,"",,Gavin Newsom,D,false,classic,0.9851,59.14,54.08,64.21
2018-10-18,CA,"",,John Cox,R,false,classic,0.0149,40.86,35.79,45.92
2018-10-18,CO,"",,Jared Polis,D,false,classic,0.9172,53.99,48.92,59.07
2018-10-18,CO,"",,Walker Stapleton,R,false,classic,0.0827,43.33,38.26,48.4
2018-10-18,CO,"",,Others,,false,classic,0.0,2.68,0.81,5.02
2018-10-18,CT,"",,Ned Lamont,D,false,classic,0.822,51.91,47.25,56.6
2018-10-18,CT,"",,Bob Stefanowski,R,false,classic,0.178,45.53,40.84,50.17
2018-10-18,CT,"",,Others,,false,classic,0.0,2.56,0.75,4.81
2018-10-18,FL,"",,Andrew Gillum,D,false,classic,0.7074,50.46,46.12,54.8
2018-10-18,FL,"",,Ron DeSantis,R,false,classic,0.2926,46.97,42.59,51.27
2018-10-18,FL,"",,Others,,false,classic,0.0,2.57,0.77,4.87
2018-10-18,GA,"",,Brian Kemp,R,false,classic,0.5669,49.74,45.96,53.58
2018-10-18,GA,"",,Stacey Abrams,D,false,classic,0.4331,49.05,45.19,52.83
2018-10-18,GA,"",,Ted Metz,L,false,classic,0.0,1.21,0.26,2.47
2018-10-18,HI,"",,David Ige,D,true,classic,0.998,62.98,56.88,68.92
2018-10-18,HI,"",,Andria Tupola,R,false,classic,0.002,33.35,27.34,39.36
2018-10-18,HI,"",,Others,,false,classic,0.0,3.67,1.27,6.62
2018-10-18,IA,"",,Fred Hubbell,D,false,classic,0.846,52.44,47.11,57.71
2018-10-18,IA,"",,Kim Reynolds,R,true,classic,0.154,44.34,39.05,49.65
2018-10-18,IA,"",,Others,,false,classic,0.0,3.22,1.05,5.88
2018-10-18,ID,"",,Brad Little,R,false,classic,0.9529,54.18,48.17,60.16
2018-10-18,ID,"",,Paulette Jordan,D,false,classic,0.0471,39.27,33.26,45.18
2018-10-18,ID,"",,Others,,false,classic,0.0,6.54,2.9,10.78
2018-10-18,IL,"",,JB Pritzker,D,false,classic,0.9085,53.85,47.46,60.24
2018-10-18,IL,"",,Bruce Rauner,R,true,classic,0.0915,41.09,34.61,47.45
2018-10-18,IL,"",,Others,,false,classic,0.0,5.06,2.03,8.7
2018-10-18,KS,"",,Kris Kobach,R,false,classic,0.6177,45.26,39.53,50.83
2018-10-18,KS,"",,Laura Kelly,D,false,classic,0.3821,42.97,37.32,48.57
2018-10-18,KS,"",,Greg Orman,I,false,classic,0.0003,9.89,5.19,15.18
2018-10-18,KS,"",,Others,,false,classic,0.0,1.88,0.49,3.68
2018-10-18,MA,"",,Charlie Baker,R,true,classic,0.9973,64.63,58.72,70.48
2018-10-18,MA,"",,Jay Gonzalez,D,false,classic,0.0027,35.37,29.52,41.28
2018-10-18,MD,"",,Larry Hogan,R,true,classic,0.9915,57.32,52.71,61.86
2018-10-18,MD,"",,Ben Jealous,D,false,classic,0.0085,39.77,35.2,44.33
2018-10-18,MD,"",,Others,,false,classic,0.0,2.9,0.89,5.38
2018-10-18,ME,"",,Janet Mills,D,false,classic,0.9199,54.68,49.34,59.98
2018-10-18,ME,"",,Shawn Moody,R,false,classic,0.0801,43.26,37.93,48.57
2018-10-18,ME,"",,Others,,false,classic,0.0,2.06,0.56,3.99
2018-10-18,MI,"",,Gretchen Whitmer,D,false,classic,0.9525,54.27,49.68,58.85
2018-10-18,MI,"",,Bill Schuette,R,false,classic,0.0475,42.6,38.0,47.12
2018-10-18,MI,"",,Others,,false,classic,0.0,3.13,1.01,5.77
2018-10-18,MN,"",,Tim Walz,D,false,classic,0.9147,53.97,49.06,58.8
2018-10-18,MN,"",,Jeff Johnson,R,false,classic,0.0853,43.73,38.86,48.62
2018-10-18,MN,"",,Others,,false,classic,0.0,2.3,0.65,4.38
2018-10-18,NE,"",,Pete Ricketts,R,true,classic,0.9915,61.33,55.73,66.99
2018-10-18,NE,"",,Bob Krist,D,false,classic,0.0085,38.67,33.01,44.27
2018-10-18,NH,"",,Chris Sununu,R,true,classic,0.9733,56.61,51.62,61.51
2018-10-18,NH,"",,Molly Kelly,D,false,classic,0.0267,41.4,36.5,46.34
2018-10-18,NH,"",,Jilletta Jarvis,L,false,classic,0.0,1.99,0.52,3.87
2018-10-18,NM,"",,Michelle Lujan Grisham,D,false,classic,0.8677,53.74,49.41,58.07
2018-10-18,NM,"",,Steve Pearce,R,false,classic,0.1323,46.26,41.93,50.59
2018-10-18,NV,"",,Adam Laxalt,R,false,classic,0.5469,49.09,44.76,53.36
2018-10-18,NV,"",,Steve Sisolak,D,false,classic,0.4531,48.32,44.03,52.63
2018-10-18,NV,"",,Others,,false,classic,0.0,2.59,0.77,4.86
2018-10-18,NY,"",,Andrew Cuomo,D,true,classic,0.9971,59.07,54.28,63.9
2018-10-18,NY,"",,Marc Molinaro,R,false,classic,0.0029,37.15,32.32,41.93
2018-10-18,NY,"",,Others,,false,classic,0.0,3.79,1.33,6.79
2018-10-18,OH,"",,Mike DeWine,R,false,classic,0.5795,49.58,45.22,53.98
2018-10-18,OH,"",,Richard Cordray,D,false,classic,0.4205,48.34,43.92,52.72
2018-10-18,OH,"",,Others,,false,classic,0.0,2.08,0.56,4.03
2018-10-18,OK,"",,Kevin Stitt,R,false,classic,0.8064,52.24,47.39,57.12
2018-10-18,OK,"",,Drew Edmondson,D,false,classic,0.1936,45.93,41.08,50.74
2018-10-18,OK,"",,Chris Powell,L,false,classic,0.0,1.83,0.47,3.6
2018-10-18,OR,"",,Kate Brown,D,true,classic,0.8526,50.67,45.26,56.06
2018-10-18,OR,"",,Knute Buehler,R,false,classic,0.1474,42.7,37.29,48.04
2018-10-18,OR,"",,Others,,false,classic,0.0,6.63,2.94,10.93
2018-10-18,PA,"",,Tom Wolf,D,true,classic,0.9877,56.76,52.46,61.03
2018-10-18,PA,"",,Scott Wagner,R,false,classic,0.0123,41.2,36.89,45.46
2018-10-18,PA,"",,Others,,false,classic,0.0,2.05,0.55,3.96
2018-10-18,RI,"",,Gina Raimondo,D,true,classic,0.9724,56.08,49.34,62.72
2018-10-18,RI,"",,Allan Fung,R,false,classic,0.0276,36.47,29.77,43.15
2018-10-18,RI,"",,Others,,false,classic,0.0,7.45,3.51,11.99
2018-10-18,SC,"",,Henry McMaster,R,true,classic,0.9811,57.99,53.35,62.6
2018-10-18,SC,"",,James Smith,D,false,classic,0.0189,42.01,37.4,46.65
2018-10-18,SD,"",,Kristi Noem,R,false,classic,0.885,54.27,48.39,60.1
2018-10-18,SD,"",,Billie Sutton,D,false,classic,0.1149,43.56,37.72,49.42
2018-10-18,SD,"",,Kurt Evans,L,false,classic,0.0,2.18,0.6,4.18
2018-10-18,TN,"",,Bill Lee,R,false,classic,0.969,53.83,48.61,58.96
2018-10-18,TN,"",,Karl Dean,D,false,classic,0.031,39.7,34.57,44.8
2018-10-18,TN,"",,Others,,false,classic,0.0,6.47,2.87,10.68
2018-10-18,TX,"",,Greg Abbott,R,true,classic,0.9957,58.45,54.18,62.74
2018-10-18,TX,"",,Lupe Valdez,D,false,classic,0.0043,39.65,35.36,43.91
2018-10-18,TX,"",,Mark Tippetts,L,false,classic,0.0,1.9,0.48,3.72
2018-10-18,VT,"",,Phil Scott,R,true,classic,0.9512,53.38,47.79,58.81
2018-10-18,VT,"",,Christine Hallquist,D,false,classic,0.0488,40.02,34.49,45.49
2018-10-18,VT,"",,Others,,false,classic,0.0,6.6,2.95,10.9
2018-10-18,WI,"",,Tony Evers,D,false,classic,0.6209,49.45,44.36,54.54
2018-10-18,WI,"",,Scott Walker,R,true,classic,0.3791,47.15,42.04,52.24
2018-10-18,WI,"",,Others,,false,classic,0.0,3.39,1.13,6.16
2018-10-18,WY,"",,Mark Gordon,R,false,classic,0.9933,60.2,54.04,66.22
2018-10-18,WY,"",,Mary Throne,D,false,classic,0.0067,35.24,29.2,41.35
2018-10-18,WY,"",,Others,,false,classic,0.0,4.55,1.72,7.94
2018-10-19,AK,"",,Mike Dunleavy,R,false,classic,0.666,50.53,44.96,56.14
2018-10-19,AK,"",,Mark Begich,D,false,classic,0.334,47.06,41.43,52.62
2018-10-19,AK,"",,Others,,false,classic,0.0,2.41,0.71,4.59
2018-10-19,AL,"",,Kay Ivey,R,true,classic,0.9867,58.52,53.91,63.14
2018-10-19,AL,"",,Walt Maddox,D,false,classic,0.0133,41.48,36.86,46.09
2018-10-19,AR,"",,Asa Hutchinson,R,true,classic,0.9988,63.9,58.49,69.26
2018-10-19,AR,"",,Jared Henderson,D,false,classic,0.0011,33.62,28.22,38.98
2018-10-19,AR,"",,Mark West,L,false,classic,0.0,2.48,0.73,4.71
2018-10-19,AZ,"",,Doug Ducey,R,true,classic,0.9457,54.67,50.03,59.2
2018-10-19,AZ,"",,David Garcia,D,false,classic,0.0543,43.2,38.64,47.81
2018-10-19,AZ,"",,Angel Torres,G,false,classic,0.0,2.13,0.59,4.09
2018-10-19,CA,"",,Gavin Newsom,D,false,classic,0.9858,59.15,54.05,64.23
2018-10-19,CA,"",,John Cox,R,false,classic,0.0142,40.85,35.77,45.95
2018-10-19,CO,"",,Jared Polis,D,false,classic,0.9163,54.0,48.93,59.02
2018-10-19,CO,"",,Walker Stapleton,R,false,classic,0.0837,43.33,38.29,48.36
2018-10-19,CO,"",,Others,,false,classic,0.0,2.67,0.8,5.03
2018-10-19,CT,"",,Ned Lamont,D,false,classic,0.8243,51.92,47.29,56.57
2018-10-19,CT,"",,Bob Stefanowski,R,false,classic,0.1757,45.54,40.88,50.14
